student_id,minutes_watched,paid_in_q2
5321,1777.00,1
5323,192.80,1
5325,499.50,1
5334,34.44,1
5336,589.03,1
5340,521.60,1
5358,14.98,1
5373,244.58,1
5380,1.74,1
5382,2277.08,1
5385,1004.64,1
5389,0.66,1
5391,715.10,1
5392,86.24,1
5424,28.80,1
5427,1037.00,1
5434,461.15,1
5450,59.31,1
5453,1559.02,1
5502,979.32,1
5511,0.07,1
5515,7.28,1
5543,975.42,1
5567,1523.80,1
5574,9.08,1
5577,252.53,1
5578,16.02,1
5579,29.52,1
5589,293.04,1
5591,44.45,1
5598,28.13,1
5601,245.80,1
5612,346.10,1
5632,112.48,1
5633,2118.77,1
5638,38.54,1
5644,0.14,1
5663,27.60,1
5671,29.20,1
5676,6.62,1
5683,32.85,1
5686,136.97,1
5687,144.90,1
5704,1.10,1
5707,234.94,1
5716,4.53,1
5717,654.66,1
5720,2622.95,1
5734,1262.52,1
5739,300.36,1
5744,119.47,1
5750,0.76,1
5774,44.20,1
5782,297.85,1
5791,6.30,1
5836,3778.74,1
5884,130.06,1
5939,17.73,1
5955,1887.51,1
5971,161.79,1
5974,4070.52,1
5996,61.93,1
6010,3968.32,1
6011,328.70,1
6012,6.45,1
6027,24.15,1
6030,385.35,1
6034,0.08,1
6043,327.06,1
6070,473.04,1
6096,777.84,1
6110,559.10,1
6125,1164.38,1
6129,194.10,1
6165,98.75,1
6218,29.46,1
6227,471.24,1
6239,290.88,1
6252,1229.46,1
6253,283.95,1
6261,0.36,1
6278,2924.61,1
6312,489.53,1
6330,421.88,1
6331,55.35,1
6363,124.00,1
6367,157.07,1
6379,422.84,1
6394,332.57,1
6395,1044.66,1
6408,1501.80,1
6409,169.73,1
6410,78.80,1
6418,42.45,1
6421,1981.89,1
6433,762.54,1
6451,36.60,1
6464,203.88,1
6488,5874.48,1
6503,16.46,1
6505,161.64,1
6530,3627.78,1
6542,128.68,1
6548,2072.47,1
6559,320.84,1
6560,40.70,1
6569,4.35,1
6580,26.72,1
6589,1331.31,1
6599,370.37,1
6616,1512.77,1
6627,49.70,1
6643,8129.70,1
6659,189.13,1
6665,24.35,1
6667,11.43,1
6681,8.45,1
6685,523.63,1
6698,70.26,1
6739,10037.60,1
6741,65.94,1
6743,23.97,1
6745,173.60,1
6757,71.00,1
6762,1484.61,1
6773,36.06,1
6791,261.13,1
6814,54.86,1
6817,135.00,1
6819,1207.60,1
6824,307.50,1
6836,33.53,1
6864,6.02,1
6867,9.08,1
6869,79.50,1
6871,42.69,1
6884,4527.21,1
6885,1954.24,1
6888,58.65,1
6890,581.64,1
6921,2346.40,1
6924,536.10,1
6932,410.40,1
6939,0.43,1
6940,71.80,1
6944,15.43,1
6950,205.76,1
6958,384.82,1
6965,227.61,1
6976,8433.99,1
6982,110.90,1
6997,986.88,1
7008,0.66,1
7013,231.54,1
7015,0.17,1
7021,31.60,1
7034,7005.45,1
7071,1382.28,1
7076,6.00,1
7081,60.90,1
7086,2298.26,1
7094,1.30,1
7096,133.17,1
7100,3400.25,1
7101,1361.60,1
7115,17.33,1
7122,379.50,1
7127,231.30,1
7128,592.88,1
7129,8.62,1
7133,483.70,1
7155,147.48,1
7163,505.24,1
7169,32.10,1
7178,167.56,1
7179,7.46,1
7197,1235.66,1
7212,25.83,1
7217,5.16,1
7231,570.33,1
7232,353.74,1
7242,106.23,1
7244,1339.66,1
7245,231.60,1
7246,2654.75,1
7250,180.64,1
7254,363.28,1
7275,6.86,1
7282,92.18,1
7291,23.16,1
7294,388.41,1
7306,396.90,1
7307,463.36,1
7310,32.13,1
7334,612.00,1
7343,1970.10,1
7349,1270.92,1
7355,0.74,1
7358,490.41,1
7365,648.78,1
7373,17.98,1
7382,1938.94,1
7386,280.12,1
7404,14.57,1
7406,7.55,1
7412,3862.54,1
7437,2286.36,1
7439,28668.66,1
7443,29.66,1
7452,27.45,1
7475,1112.46,1
7482,110.27,1
7483,1.85,1
7487,681.27,1
7495,0.45,1
7502,134.38,1
7503,134.64,1
7521,177.75,1
7524,0.24,1
7540,579.36,1
7548,27.86,1
7561,890.02,1
7568,1375.26,1
7583,712.57,1
7606,29.40,1
7612,5346.72,1
7620,236.74,1
7631,45.86,1
7642,645.48,1
7645,288.75,1
7649,149.07,1
7676,0.05,1
7687,2416.87,1
7724,72.30,1
7726,73.70,1
7735,0.10,1
7742,426.44,1
7752,141.30,1
7782,271.30,1
7819,5.98,1
7861,3837.74,1
7863,2.32,1
7873,39.28,1
7889,1.15,1
7898,131.74,1
7908,701.17,1
7934,131.86,1
7962,32.77,1
7975,188.34,1
7987,3.35,1
8005,1456.05,1
8010,962.16,1
8018,267.14,1
8030,364.94,1
8053,34.40,1
8057,111.20,1
8059,112.58,1
8068,223.10,1
8095,1395.60,1
8107,0.95,1
8133,305.76,1
8183,524.16,1
8223,755.36,1
8260,14.06,1
8380,667.08,1
8412,1096.56,1
8425,128.64,1
8437,774.47,1
8444,7.43,1
8452,205.26,1
8495,505.66,1
8519,27.17,1
8538,63.56,1
8539,398.30,1
8544,460.60,1
8555,94.05,1
8567,3.73,1
8591,297.20,1
8600,412.94,1
8641,48.30,1
8679,1.03,1
8686,0.44,1
8716,5.08,1
8734,953.80,1
8758,454.72,1
8773,22.30,1
8779,0.60,1
8797,67.96,1
8798,10.07,1
8825,0.22,1
8835,315.46,1
8855,12276.18,1
8868,669.30,1
8873,11.37,1
8912,291.22,1
8924,1138.16,1
8937,428.20,1
8950,10.86,1
8952,26.35,1
8964,62.10,1
9000,350.48,1
9021,159.27,1
9027,935.50,1
9031,1.55,1
9100,422.14,1
9107,2167.90,1
9108,2355.69,1
9112,17.86,1
9114,145.40,1
9178,59.30,1
9188,473.01,1
9231,289.16,1
9252,0.73,1
9260,2.08,1
9303,6.30,1
9305,4035.60,1
9334,68.37,1
9336,10.94,1
9354,15.90,1
9372,29.56,1
9387,26.86,1
9409,1923.06,1
9429,11469.64,1
9465,1022.00,1
9478,85.06,1
9513,57.70,1
9521,0.07,1
9544,0.40,1
9560,103.72,1
9571,325.10,1
9598,6403.32,1
9612,92.96,1
9653,3838.92,1
9703,1225.74,1
9708,197.14,1
9736,675.77,1
9746,2541.76,1
9754,35.94,1
9793,1071.82,1
9794,383.85,1
9803,274.00,1
9806,28.26,1
9812,9023.00,1
9856,493.82,1
9876,0.12,1
9882,112.43,1
9952,94.92,1
9985,101.84,1
9989,30.94,1
10002,810.16,1
10029,14.10,1
10057,26.70,1
10078,16.63,1
10103,8.75,1
10131,278.85,1
10158,347.70,1
10218,183.15,1
10272,43.90,1
10276,114.22,1
10288,771.34,1
10299,22.83,1
10337,4.60,1
10365,253.50,1
10390,43.15,1
10393,17731.75,1
10398,178.83,1
10595,38.34,1
10608,78.65,1
10662,2.93,1
10685,152.90,1
10690,0.16,1
10744,29.10,1
10748,1591.38,1
10791,75.86,1
10839,2565.84,1
10902,0.46,1
10938,7.59,1
11002,85.94,1
11026,75.42,1
11082,61.65,1
11124,18.45,1
11209,1285.90,1
11227,939.39,1
11311,566.57,1
11325,3110.10,1
11365,1076.46,1
11404,96.17,1
11489,68.90,1
11538,0.10,1
11583,155.85,1
11604,1117.05,1
11607,93.55,1
11628,70.46,1
11644,27.22,1
11711,82.71,1
11735,431.28,1
11739,5.95,1
11748,174.46,1
11800,149.46,1
11802,0.13,1
11808,140.60,1
11812,0.25,1
11813,0.45,1
11856,4814.08,1
11879,2540.88,1
11937,5.38,1
12033,12.93,1
12043,23.58,1
12073,73.04,1
12127,12.98,1
12146,6.62,1
12160,1565.98,1
12207,60.88,1
12222,625.15,1
12234,22.74,1
12241,281.86,1
12270,0.95,1
12279,0.14,1
12385,3072.96,1
12442,269.94,1
12473,143.57,1
12508,718.97,1
12534,58.78,1
12551,272.80,1
12589,469.90,1
12610,256.95,1
12644,0.95,1
12701,0.10,1
12735,217.38,1
12751,130.24,1
12761,619.74,1
12771,88.27,1
12781,1813.34,1
12797,5.02,1
12802,111.33,1
12808,3.08,1
12809,112.26,1
12811,0.76,1
12816,101.24,1
12857,688.50,1
12868,48.88,1
12898,87.75,1
12971,109.65,1
12989,883.03,1
13043,110.05,1
13073,1211.17,1
13076,259.97,1
13079,1392.70,1
13132,2255.25,1
13134,15.22,1
13169,4.04,1
13179,143.47,1
13180,496.04,1
13266,879.20,1
13388,6389.28,1
13463,96.56,1
13474,71.20,1
13501,86.15,1
13510,504.66,1
13566,283.14,1
13586,3.15,1
13620,2236.56,1
13644,323.86,1
13804,0.18,1
13807,60.66,1
13902,28.37,1
13960,19.53,1
14425,12.00,1
14470,8.45,1
14629,1339.03,1
14633,240.15,1
14700,663.26,1
14714,952.40,1
14735,1163.10,1
14765,5155.90,1
14915,1920.14,1
14953,38.83,1
14967,7.48,1
15110,0.24,1
15179,2.62,1
15345,874.44,1
15416,5.65,1
15472,304.10,1
15736,974.30,1
16043,491.30,1
16052,1152.36,1
16118,1387.87,1
16414,440.64,1
16417,0.14,1
16450,1018.14,1
16473,1.46,1
16632,1724.84,1
16725,3148.72,1
16728,403.86,1
16825,0.54,1
16832,0.20,1
16863,10.92,1
16991,13414.68,1
17159,333.76,1
17317,6.32,1
17524,146.22,1
17943,14.00,1
18314,6.30,1
18319,309.37,1
18360,582.57,1
18510,9.46,1
18678,348.06,1
18692,1701.70,1
18719,355.86,1
18722,121.03,1
18865,0.18,1
18954,1372.30,1
19005,1020.66,1
19053,16.23,1
19074,156.52,1
19124,1507.29,1
19150,266.74,1
19178,81.51,1
19268,140.66,1
19347,42.69,1
19562,1850.74,1
19636,63.30,1
19665,904.46,1
19692,117.28,1
19741,2.52,1
19821,528.08,1
19845,5.26,1
19900,54.52,1
19954,1838.46,1
19969,3.40,1
20120,674.35,1
20556,0.34,1
20733,265.40,1
21569,2294.76,1
21633,410.54,1
21793,19.57,1
21801,2.20,1
22161,0.21,1
22195,5.04,1
22351,0.23,1
22476,146.33,1
22533,2118.12,1
22653,0.08,1
22818,4757.57,1
23526,1.02,1
23708,1079.16,1
24006,19805.00,1
24423,3005.04,1
24434,16.90,1
24451,562.40,1
24924,1367.58,1
25047,93.53,1
25057,412.98,1
25156,376.07,1
25211,3060.12,1
25308,1223.96,1
25863,279.09,1
25992,23.58,1
26922,2.42,1
26933,773.90,1
26949,6.40,1
26958,354.16,1
27104,0.21,1
27576,392.03,1
27832,5.90,1
29303,2441.74,1
30427,6.55,1
30439,0.08,1
31588,13.65,1
32237,899.46,1
32669,134.06,1
32973,73.24,1
33796,530.49,1
33916,8.55,1
34049,14.30,1
34081,1.93,1
34981,0.86,1
35147,18.37,1
37017,228.13,1
37860,587.91,1
40867,22.53,1
41336,942.16,1
41451,316.26,1
41613,657.54,1
42675,1730.20,1
42928,235.80,1
44291,350.95,1
52075,0.32,1
52866,22.78,1
55709,0.08,1
58007,319.34,1
58539,24.05,1
63369,177.40,1
70008,113.53,1
71149,2111.46,1
71758,203.80,1
75080,364.58,1
86013,5.52,1
98559,415.07,1
101613,416.35,1
102023,995.93,1
103625,131.64,1
111107,821.58,1
111643,46.54,1
113546,6.48,1
115084,5.30,1
115657,1049.10,1
120374,951.14,1
123732,52.74,1
134788,385.70,1
135372,45.77,1
137389,8974.50,1
137893,3781.85,1
139185,14.83,1
141064,119.30,1
142411,0.46,1
142934,22282.08,1
143012,90.20,1
143038,753.02,1
143216,1744.90,1
143289,64.66,1
143305,37.17,1
143327,37.22,1
143392,557.30,1
143407,39.96,1
143444,127.00,1
143466,83.91,1
143489,1.54,1
143514,199.60,1
143519,18.94,1
143523,2242.05,1
143527,1147.55,1
143536,21.84,1
143561,2167.88,1
143597,12.10,1
143599,111.16,1
143643,524.80,1
143655,13.26,1
143691,44.46,1
143693,48.10,1
143701,2255.28,1
143711,45.50,1
143746,325.00,1
143770,167.87,1
143777,64.72,1
143781,1128.48,1
143797,505.35,1
143801,631.32,1
143853,5730.30,1
143920,62.46,1
143923,0.35,1
143958,41.95,1
144083,145.90,1
144087,0.08,1
144090,11.70,1
144119,2.25,1
144126,461.62,1
144164,1159.24,1
144174,571.18,1
144208,79.18,1
144220,39.83,1
144230,43.04,1
144240,431.10,1
144273,23.14,1
144293,8903.60,1
144305,4729.80,1
144343,484.56,1
144348,780.76,1
144355,25.15,1
144378,2740.34,1
144381,631.74,1
144384,442.50,1
144387,71.88,1
144395,533.00,1
144400,1630.59,1
144403,290.00,1
144426,1231.60,1
144444,65.95,1
144467,112.86,1
144492,423.90,1
144556,405.68,1
144565,612.32,1
144575,5852.50,1
144599,149.76,1
144627,1377.76,1
144644,203.00,1
144681,563.90,1
144682,872.14,1
144707,357.07,1
144713,22.95,1
144749,2044.96,1
144764,3029.95,1
144786,2604.84,1
144788,1149.90,1
144789,73.33,1
144843,13474.80,1
144869,2733.86,1
144873,146.52,1
144874,1568.49,1
144900,1644.45,1
144907,1.44,1
144912,188.65,1
144929,550.20,1
